Experiment,V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,blank,Volt,Time,Overpotential V at 10.0 mA/cm2,Overpotential V at 20.0 mA/cm2,Overpotential V at 30.0 mA/cm2,Overpotential V at 40.0 mA/cm2,Overpotential V at 50.0 mA cm-2
exp348,10,0,5,5,15,0,0,5,25,5,0,-1.1,60,-0.7787,-0.8057,-0.8237,-0.8377,-0.8507
exp313,5,5,0,10,0,5,10,25,10,0,0,-1.4,90,,,,,
exp574,0,0,0,0,50,0,0,20,0,0,0,-1.5,180,-0.3037,-0.3437,-0.3727,-0.3957,-0.4157
exp250,0,35,0,0,0,0,0,10,15,0,10,-1.3,150,,,,,
exp547,0,0,8,0,0,0,0,15,15,0,32,-1.4,60,-0.7807,-0.7987,-0.8117,-0.8217,-0.8307
exp4,5,0,25,0,10,0,0,10,10,10,0,-1.4,90,-0.2477,-0.4157,-0.4647,-0.5007,-0.5297
exp39,0,15,0,10,10,5,0,20,5,0,5,-1.5,90,-0.3097,-0.3477,-0.3757,-0.3977,-0.4177
exp295,10,0,5,5,0,5,0,15,15,5,10,-1.1,120,-0.7007,-0.7327,-0.7517,-0.7647,-0.7767
exp328,0,5,5,5,10,0,5,25,0,15,0,-1.2,120,-0.3867,-0.4437,-0.4857,-0.5197,-0.5487
exp47,15,0,10,0,20,0,5,5,5,10,0,-1.4,60,-0.5807,-0.6457,-0.6697,-0.6857,-0.6977
exp354,5,5,0,5,10,15,5,10,5,5,5,-1.4,60,-0.3677,-0.4297,-0.4767,-0.5117,-0.5397
exp93,5,5,5,0,15,5,5,15,0,15,0,-1.2,90,,,,,
exp50,10,0,0,0,0,20,10,10,0,15,5,-1.5,60,-0.5957,-0.6257,-0.6477,-0.6657,-0.6817
exp187,0,30,0,10,0,0,5,0,10,10,5,-1.2,90,-0.6737,-0.7157,-0.7417,-0.7627,-0.7807
exp543,0,0,0,0,8,0,8,7,7,7,33,-1.4,90,-0.6397,-0.6717,-0.6867,-0.6977,-0.7077
exp503,8,0,8,0,0,8,8,15,15,0,8,-1.5,180,-0.7657,-0.7977,-0.8217,-0.8417,-0.8587
exp149,15,15,0,0,5,5,0,10,10,0,10,-1.4,60,-0.4937,-0.5527,-0.5857,-0.6127,-0.6337
exp282,0,10,5,10,10,0,5,30,0,0,0,-1.1,120,-0.6297,-0.6727,-0.6987,-0.7187,-0.7357
exp284,5,0,0,10,5,10,5,5,15,0,15,-1.3,90,-0.6057,-0.6547,-0.6827,-0.7027,-0.7187
exp557,0,0,8,0,0,8,8,15,0,0,31,-1.2,90,-0.5357,-0.5967,-0.6377,-0.6717,-0.7007
exp377,0,15,0,0,0,0,5,10,5,25,10,-1.5,150,-0.7887,-0.8277,-0.8537,-0.8737,-0.8907
exp111,5,15,0,0,5,0,10,5,15,10,5,-1.2,150,-0.2727,-0.3057,-0.3267,-0.3437,-0.3577
exp531,0,0,8,8,0,8,0,15,0,0,31,-1.5,60,-0.3477,-0.3907,-0.4207,-0.4447,-0.4647
exp201,5,20,0,5,0,20,0,15,0,5,0,-1.4,90,-0.4577,-0.5097,-0.5387,-0.5597,-0.5777
exp228,0,0,0,20,0,0,5,25,10,10,0,-1.3,90,,,,,
exp432,0,0,15,10,0,0,5,25,0,15,0,-1.2,150,-0.3017,-0.3487,-0.3817,-0.4087,-0.4307
exp421,5,0,0,5,15,5,5,5,20,0,10,-1.1,60,-0.5587,-0.6057,-0.6327,-0.6527,-0.6697
exp33,25,0,0,0,0,0,5,20,0,10,10,-1.5,150,-0.7927,-0.8207,-0.8397,-0.8547,-0.8677
exp63,10,0,10,0,0,20,10,0,10,10,0,-1.1,150,-0.6777,-0.7157,-0.7397,-0.7597,-0.7757
exp152,0,15,0,10,0,0,0,0,35,10,0,-1.2,90,-0.6827,-0.7017,-0.7137,-0.7237,-0.7317
exp504,8,0,0,0,0,8,8,0,0,15,31,-1.4,60,-0.6387,-0.6977,-0.7327,-0.7567,-0.7757
exp105,0,0,5,30,10,0,0,0,25,0,0,-1.2,90,-0.3537,-0.3957,-0.4247,-0.4497,-0.4707
exp472,10,5,5,0,0,5,0,15,30,0,0,-1.4,90,-0.6777,-0.7107,-0.7327,-0.7507,-0.7657
exp481,5,15,10,0,0,5,0,5,20,0,10,-1.1,60,-0.7197,-0.7527,-0.7757,-0.7947,-0.8117
exp525,0,0,8,8,8,0,0,15,0,0,31,-1.2,90,-0.3397,-0.3747,-0.3987,-0.4187,-0.4367
exp222,10,10,15,0,5,0,5,20,0,0,5,-1.2,90,-0.7257,-0.7687,-0.7917,-0.8077,-0.8217
exp337,15,10,0,5,0,15,0,0,0,20,5,-1.5,60,-0.5527,-0.6007,-0.6347,-0.6617,-0.6827
exp465,0,5,0,15,15,0,0,0,0,25,10,-1.5,120,-0.2667,-0.2947,-0.3157,-0.3347,-0.3537
exp342,0,10,0,0,5,10,0,20,5,0,20,-1.4,60,-0.4747,-0.5297,-0.5647,-0.5897,-0.6107
exp589,0,5,0,20,0,0,25,0,0,20,20,-1.0,180,-0.3887,-0.4207,-0.4417,-0.4597,-0.4747
exp389,0,30,5,0,0,5,0,0,25,5,0,-1.5,120,-0.8637,-0.8987,-0.9227,-0.9427,-0.9607
exp460,0,20,10,5,0,5,5,0,0,25,0,-1.2,120,-0.6587,-0.6887,-0.7107,-0.7297,-0.7467
exp247,5,0,0,10,0,0,5,10,15,0,25,-1.1,60,-0.7147,-0.7307,-0.7417,-0.7487,-0.7577
exp205,0,5,15,0,0,5,0,0,0,45,0,-1.3,90,-0.4647,-0.5117,-0.5497,-0.5837,-0.6177
exp490,0,10,15,5,0,0,5,25,5,0,5,-1.3,120,-0.4257,-0.4827,-0.5177,-0.5427,-0.5637
exp25,35,0,0,0,0,0,0,30,0,0,5,-1.4,150,-0.8107,-0.8317,-0.8467,-0.8587,-0.8697
exp260,5,25,5,0,0,0,15,15,0,5,0,-1.2,150,-0.7007,-0.7337,-0.7537,-0.7677,-0.7817
exp590,0,0,0,0,0,45,0,0,0,25,25,-1.5,180,-0.7987,-0.8537,-0.8837,-0.9027,-0.9167
exp271,10,0,10,5,15,0,0,0,15,10,5,-1.5,60,-0.6217,-0.6807,-0.7117,-0.7377,-0.7587
exp278,10,0,15,5,10,5,0,10,10,5,0,-1.5,120,-0.3407,-0.3857,-0.4177,-0.4407,-0.4627
exp169,0,0,0,0,30,15,0,0,5,20,0,-1.3,150,-0.1807,-0.2137,-0.2367,-0.2547,-0.2697
exp309,0,0,10,10,10,5,0,10,5,15,5,-1.2,90,,,,,
exp16,10,0,0,0,0,5,20,10,15,5,5,-1.3,120,-0.6987,-0.7487,-0.7837,-0.8117,-0.8357
exp236,0,0,15,5,0,15,0,10,5,15,5,-1.4,90,,,,,
exp530,8,0,8,0,0,0,0,15,0,0,39,-1.1,150,-0.7197,-0.7637,-0.7897,-0.8097,-0.8277
exp52,0,10,0,15,0,5,5,5,5,15,10,-1.3,150,-0.3427,-0.3797,-0.4057,-0.4267,-0.4437
exp307,5,10,5,15,10,0,5,0,20,0,0,-1.5,90,,,,,
exp523,8,0,0,0,0,8,0,15,15,15,9,-1.1,60,-0.7157,-0.7417,-0.7577,-0.7707,-0.7817
exp37,10,5,15,5,0,0,10,10,5,10,0,-1.2,150,-0.7007,-0.7407,-0.7657,-0.7837,-0.7987
exp308,0,0,0,0,10,25,5,0,5,15,10,-1.3,150,,,,,
exp331,15,20,10,0,0,5,0,15,5,0,0,-1.1,150,-0.7827,-0.8097,-0.8277,-0.8427,-0.8567
exp42,10,0,10,0,0,0,0,0,0,50,0,-1.4,60,-0.6967,-0.7387,-0.7647,-0.7837,-0.7997
exp461,10,35,5,0,0,0,0,5,10,5,0,-1.5,90,-0.7087,-0.7337,-0.7527,-0.7687,-0.7827
exp316,5,20,10,5,10,0,0,20,0,0,0,-1.5,90,,,,,
exp355,0,10,10,5,0,5,0,15,5,10,10,-1.2,90,-0.4397,-0.4987,-0.5347,-0.5577,-0.5747
exp375,5,5,5,5,0,20,0,0,0,30,0,-1.4,60,-0.4767,-0.5137,-0.5417,-0.5647,-0.5847
exp66,5,0,5,0,5,5,0,5,20,0,25,-1.5,120,-0.7307,-0.7777,-0.8057,-0.8267,-0.8447
exp327,0,0,15,10,10,0,0,20,5,5,5,-1.2,60,-0.4247,-0.4887,-0.5297,-0.5587,-0.5807
exp447,0,10,0,0,0,15,0,30,5,10,0,-1.4,150,-0.6007,-0.6327,-0.6537,-0.6707,-0.6847
exp6,15,0,0,5,0,0,0,0,0,20,30,-1.2,60,-0.5497,-0.5817,-0.6027,-0.6197,-0.6337
exp265,0,0,0,0,15,5,0,5,5,10,30,-1.1,120,-0.3997,-0.4527,-0.4867,-0.5127,-0.5377
exp272,0,20,0,0,10,0,20,0,5,15,0,-1.5,60,-0.7407,-0.7757,-0.7977,-0.8137,-0.8277
exp395,0,0,10,0,0,0,10,5,0,40,5,-1.2,150,-0.7917,-0.8257,-0.8467,-0.8637,-0.8787
exp156,5,0,20,0,0,5,5,20,0,0,15,-1.4,120,-0.2837,-0.3497,-0.3767,-0.3987,-0.4157
exp464,10,15,5,0,5,0,0,0,5,20,10,-1.5,150,-0.7137,-0.7507,-0.7767,-0.7987,-0.8177
exp495,20,0,10,5,0,0,10,15,10,0,0,-1.2,90,-0.6277,-0.6567,-0.6767,-0.6927,-0.7077
exp286,0,10,5,0,15,0,5,5,15,0,15,-1.4,150,-0.5897,-0.6527,-0.6857,-0.7167,-0.7347
exp261,0,0,10,5,5,5,0,5,0,15,25,-1.3,60,-0.4017,-0.4507,-0.4867,-0.5157,-0.5397
exp92,10,5,5,0,0,15,15,10,5,5,0,-1.3,120,,,,,
exp69,10,0,0,15,10,0,0,20,5,10,0,-1.4,90,-0.3157,-0.3557,-0.3847,-0.4077,-0.4267
exp376,0,0,5,0,10,5,15,10,5,15,5,-1.1,90,-0.4137,-0.4807,-0.5207,-0.5507,-0.5747
exp255,0,5,0,25,0,0,10,0,10,10,10,-1.2,60,-0.6177,-0.6457,-0.6627,-0.6747,-0.6857
exp335,0,0,0,0,30,10,10,5,5,10,0,-1.5,150,-0.2407,-0.2807,-0.3077,-0.3297,-0.3487
exp456,5,5,15,15,0,0,0,0,30,0,0,-1.5,90,-0.6947,-0.7167,-0.7317,-0.7447,-0.7557
exp555,0,0,8,8,8,0,8,0,15,0,23,-1.2,180,-0.3597,-0.4147,-0.4597,-0.4977,-0.5327
exp80,0,0,10,0,0,0,25,5,10,10,10,-1.1,150,-0.8217,-0.8437,-0.8587,-0.8707,-0.8817
exp494,0,5,20,5,0,0,0,30,5,5,0,-1.4,60,-0.5587,-0.6117,-0.6387,-0.6587,-0.6747
exp159,0,0,10,0,0,15,15,0,5,15,10,-1.3,90,-0.4657,-0.5107,-0.5387,-0.5587,-0.5757
exp469,0,20,0,15,10,5,0,0,20,0,0,-1.3,150,-0.2437,-0.2757,-0.2987,-0.3177,-0.3347
exp85,0,5,0,10,0,15,5,10,15,5,5,-1.5,60,-0.5367,-0.5727,-0.5947,-0.6107,-0.6237
exp226,0,0,5,0,10,15,0,15,5,0,20,-1.4,120,-0.2797,-0.3197,-0.3457,-0.3677,-0.3847
exp253,10,5,5,0,20,10,0,5,10,5,0,-1.2,120,-0.6247,-0.6637,-0.6867,-0.7037,-0.7167
exp587,0,0,0,0,30,20,0,20,0,0,0,-1.0,180,-0.4017,-0.5087,-0.5687,-0.6017,-0.6317
exp384,0,0,20,0,15,5,0,5,15,5,5,-1.3,60,-0.7407,-0.7797,-0.8037,-0.8227,-0.8387
exp341,5,15,10,0,5,0,10,15,5,5,0,-1.3,120,-0.6767,-0.7107,-0.7327,-0.7497,-0.7657
exp378,0,0,0,15,0,5,0,20,10,5,15,-1.3,90,-0.3137,-0.3567,-0.3867,-0.4107,-0.4317
exp517,0,0,0,0,0,0,8,15,15,15,17,-1.5,90,-0.7747,-0.7967,-0.8117,-0.8237,-0.8357
exp65,30,0,5,0,5,0,10,5,0,15,0,-1.1,150,-0.5827,-0.6517,-0.6767,-0.6937,-0.7057
exp178,10,5,15,5,0,10,0,15,5,5,0,-1.5,60,-0.4757,-0.5267,-0.5637,-0.5927,-0.6127
exp415,15,0,0,0,10,25,0,15,0,5,0,-1.4,90,-0.4237,-0.5107,-0.5627,-0.5937,-0.6177
exp551,0,0,8,0,8,0,8,15,0,0,31,-1.4,180,-0.1437,-0.1977,0.0123,-0.3127,-0.3287
exp332,0,5,5,0,25,5,0,10,0,15,5,-1.4,120,-0.2327,-0.2697,-0.2937,-0.3137,-0.3317
exp306,5,10,5,0,5,5,15,5,15,0,5,-1.3,150,,,,,
exp459,0,10,0,5,15,0,10,5,5,20,0,-1.3,150,-0.2687,-0.3067,-0.3337,-0.3557,-0.3747
exp30,0,15,0,10,0,5,0,0,20,15,5,-1.3,150,-0.6607,-0.6897,-0.7077,-0.7207,-0.7317
exp411,0,15,15,10,0,5,0,5,15,0,5,-1.4,120,-0.6217,-0.6777,-0.7207,-0.7427,-0.7617
exp340,5,10,0,5,5,5,5,25,0,10,0,-1.4,90,-0.3837,-0.4397,-0.4787,-0.5067,-0.5297
exp29,20,5,0,5,0,10,10,10,5,5,0,-1.1,150,-0.6147,-0.6427,-0.6587,-0.6717,-0.6817
exp336,10,0,5,0,5,0,0,0,0,35,15,-1.4,150,-0.5917,-0.6447,-0.6787,-0.7057,-0.7287
exp137,10,5,25,0,5,5,0,20,0,0,0,-1.3,120,-0.4187,-0.4737,-0.5107,-0.5387,-0.5607
exp333,0,20,0,0,5,5,5,10,15,5,5,-1.1,150,-0.5827,-0.6327,-0.6607,-0.6817,-0.6987
exp374,0,5,0,20,0,0,0,5,10,20,10,-1.3,90,-0.3577,-0.4067,-0.4397,-0.4647,-0.4857
exp167,5,0,5,0,0,0,10,5,0,45,0,-1.5,120,-0.4907,-0.5537,-0.5927,-0.6177,-0.6407
exp475,5,0,0,5,10,20,5,10,5,10,0,-1.5,150,-0.3237,-0.3797,-0.4217,-0.4567,-0.4857
exp163,0,5,0,0,0,25,10,5,20,5,0,-1.4,120,-0.5647,-0.6107,-0.6397,-0.6627,-0.6827
exp429,0,5,5,5,0,0,10,5,10,20,10,-1.3,60,-0.5897,-0.6437,-0.6747,-0.6977,-0.7187
exp536,8,0,8,8,0,8,0,15,15,0,8,-1.2,150,-0.3357,-0.3907,-0.4257,-0.4537,-0.4767
exp320,0,5,0,20,0,5,15,5,10,5,5,-1.3,120,-0.3167,-0.3577,-0.3897,-0.4157,-0.4377
exp392,5,0,0,10,10,0,15,10,15,5,0,-1.1,60,-0.7077,-0.7327,-0.7487,-0.7607,-0.7717
exp507,8,0,0,8,8,0,0,7,7,7,25,-1.1,150,-0.2497,-0.2947,-0.3237,-0.3457,-0.3637
exp552,8,0,8,0,8,8,8,7,7,0,16,-1.2,150,-0.3097,-0.3657,-0.4007,-0.4277,-0.4487
exp215,5,0,0,0,10,0,10,5,15,0,25,-1.3,60,-0.6327,-0.6717,-0.6967,-0.7167,-0.7367
exp48,5,10,0,0,5,0,10,35,0,5,0,-1.4,90,-0.7627,-0.7887,-0.8037,-0.8157,-0.8267
exp425,15,15,0,5,0,0,5,10,5,5,10,-1.2,90,-0.6367,-0.6647,-0.6837,-0.6997,-0.7127
exp113,5,15,10,15,0,0,0,5,20,0,0,-1.3,60,-0.7387,-0.7567,-0.7697,-0.7807,-0.7897
exp202,5,0,5,5,10,0,0,5,25,15,0,-1.2,150,-0.7147,-0.7587,-0.7817,-0.7977,-0.8097
exp2,0,5,10,10,0,0,5,15,10,0,15,-1.2,60,-0.7227,-0.7497,-0.7647,-0.7757,-0.7847
exp338,20,15,0,0,0,5,5,5,15,0,5,-1.2,150,-0.6917,-0.7247,-0.7467,-0.7637,-0.7797
exp231,0,0,15,0,0,0,15,0,10,15,15,-1.4,120,,,,,
exp397,0,0,0,15,5,5,0,10,0,15,20,-1.3,120,,,,,
exp515,0,0,0,8,8,0,0,0,15,15,24,-1.4,60,-0.6107,-0.6437,-0.6607,-0.6727,-0.6827
exp189,20,0,0,5,0,10,10,15,10,0,0,-1.2,60,-0.5847,-0.6257,-0.6477,-0.6627,-0.6747
exp423,15,15,0,0,0,0,0,0,35,0,5,-1.2,150,-0.7777,-0.8067,-0.8277,-0.8457,-0.8627
exp100,5,0,0,0,20,10,0,10,25,0,0,-1.1,90,-0.7157,-0.7817,-0.8237,-0.8577,-0.8847
exp539,0,0,8,8,0,0,0,0,15,0,39,-1.1,90,-0.2787,-0.3677,-0.4057,-0.4367,-0.4627
exp439,5,30,0,0,0,5,0,10,10,10,0,-1.5,90,-0.6047,-0.6347,-0.6537,-0.6697,-0.6837
exp450,0,5,0,10,15,5,5,15,5,0,10,-1.5,90,-0.2587,-0.2957,-0.3217,-0.3427,-0.3617
exp505,0,0,8,8,0,0,8,15,0,0,31,-1.5,150,-0.0997,-0.2807,-0.3037,-0.3197,-0.3337
exp290,5,5,5,10,0,0,0,0,20,5,20,-1.3,150,-0.6867,-0.7137,-0.7287,-0.7407,-0.7497
exp88,10,15,0,0,0,0,5,0,20,15,5,-1.2,90,-0.8237,-0.8617,-0.8897,-0.9127,-0.9337
exp566,4,4,0,4,4,4,4,0,0,7,39,-1.3,120,-0.2517,-0.2747,-0.2907,-0.3057,-0.3187
exp556,0,0,8,0,0,8,0,0,15,0,39,-1.2,180,-0.7707,-0.7997,-0.8167,-0.8307,-0.8417
exp254,5,0,10,0,15,0,0,0,0,25,15,-1.1,90,-0.5457,-0.5887,-0.6147,-0.6337,-0.6487
exp470,25,0,0,5,0,5,5,10,10,5,5,-1.2,60,-0.6277,-0.6607,-0.6827,-0.6997,-0.7147
exp135,0,10,0,0,0,0,30,20,0,0,10,-1.1,60,-0.7487,-0.7787,-0.8007,-0.8197,-0.8347
exp101,15,0,5,5,15,0,0,5,25,0,0,-1.5,150,-0.6697,-0.7517,-0.7927,-0.8197,-0.8387
exp451,0,0,0,0,0,25,5,5,20,15,0,-1.1,90,-0.5737,-0.6207,-0.6477,-0.6687,-0.6857
exp155,5,5,5,30,0,0,0,0,20,5,0,-1.5,150,-0.5627,-0.6197,-0.6437,-0.6617,-0.6767
exp280,0,0,0,10,0,5,5,25,5,10,10,-1.4,60,-0.6227,-0.6557,-0.6787,-0.6997,-0.7157
exp249,0,0,0,10,0,5,5,25,15,5,5,-1.5,60,-0.6557,-0.6797,-0.6947,-0.7047,-0.7157
exp90,0,20,5,0,10,0,0,10,10,5,10,-1.5,90,-0.5897,-0.6517,-0.6837,-0.7057,-0.7227
exp171,0,5,10,5,10,0,5,10,0,15,10,-1.2,120,-0.2397,-0.2777,-0.3037,-0.3257,-0.3427
exp103,5,0,30,10,5,0,0,5,15,0,0,-1.3,120,-0.3237,-0.3807,-0.4147,-0.4407,-0.4637
exp528,0,0,8,0,8,0,0,0,15,0,39,-1.5,150,-0.6227,-0.6807,-0.7197,-0.7507,-0.7767
exp43,0,0,0,20,20,0,0,0,20,10,0,-1.3,60,-0.3237,-0.3737,-0.4127,-0.4427,-0.4737
exp510,8,0,0,0,8,0,8,0,15,15,16,-1.1,180,-0.5747,-0.6257,-0.6617,-0.6917,-0.7137
exp118,5,5,5,5,0,5,0,10,20,5,10,-1.2,90,-0.7227,-0.7457,-0.7597,-0.7707,-0.7817
exp177,25,5,0,0,0,5,0,25,0,0,10,-1.1,90,-0.6577,-0.6957,-0.7217,-0.7447,-0.7707
exp420,0,10,0,10,5,5,0,25,0,5,10,-1.4,120,-0.2687,-0.3067,-0.3327,-0.3537,-0.3737
exp210,0,10,10,5,0,20,0,10,5,10,0,-1.1,60,-0.4257,-0.4837,-0.5127,-0.5337,-0.5507
exp209,0,10,20,0,0,10,0,20,0,0,10,-1.5,120,-0.2667,-0.3537,-0.3807,-0.4007,-0.4177
exp185,0,0,0,20,10,0,0,0,20,15,5,-1.4,60,-0.6537,-0.6777,-0.6917,-0.7027,-0.7107
exp347,0,20,0,0,5,0,10,0,0,20,15,-1.3,60,-0.8107,-0.8507,-0.8777,-0.8997,-0.9187
exp129,10,10,0,0,10,5,5,5,10,5,10,-1.5,60,-0.4537,-0.5107,-0.5417,-0.5637,-0.5797
exp437,5,5,20,5,0,5,0,15,0,5,10,-1.4,60,-0.4027,-0.4447,-0.4767,-0.5017,-0.5237
exp596,0,5,0,0,0,15,0,0,0,20,50,-1.5,60,-0.6477,-0.6847,-0.7087,-0.7287,-0.7457
exp96,0,0,0,10,0,0,10,15,20,15,0,-1.3,60,-0.7157,-0.7347,-0.7477,-0.7587,-0.7687
exp257,5,0,10,10,0,5,5,10,10,0,15,-1.3,150,,,,,
exp382,5,5,0,20,0,0,5,0,15,10,10,-1.5,120,-0.3747,-0.4287,-0.4707,-0.5087,-0.5407
exp262,5,5,0,10,0,0,10,20,10,5,5,-1.2,60,-0.7307,-0.7527,-0.7647,-0.7747,-0.7827
exp298,5,0,5,0,0,0,10,0,25,0,25,-1.1,60,-0.8097,-0.8397,-0.8607,-0.8777,-0.8937
exp463,10,5,0,5,5,10,5,0,5,25,0,-1.5,60,-0.5217,-0.5627,-0.5887,-0.6097,-0.6277
exp592,0,0,0,0,20,0,0,0,0,50,50,-1.0,180,-0.4307,-0.4657,-0.4917,-0.5127,-0.5307
exp499,0,10,20,5,0,0,10,15,5,5,0,-1.2,150,-0.5237,-0.5747,-0.6027,-0.6237,-0.6407
exp263,0,5,20,0,5,5,10,0,15,5,5,-1.2,90,-0.7537,-0.7907,-0.8077,-0.8197,-0.8287
exp97,5,0,15,0,5,5,0,0,10,10,20,-1.1,150,-0.7987,-0.8447,-0.8727,-0.8937,-0.9127
exp317,0,5,10,5,10,10,0,0,5,25,0,-1.5,60,-0.5607,-0.6367,-0.6787,-0.7077,-0.7297
exp304,0,5,20,5,20,0,0,0,15,5,0,-1.3,60,-0.5877,-0.6467,-0.6797,-0.7077,-0.7267
exp123,10,10,5,10,0,0,10,15,5,5,0,-1.2,90,-0.6197,-0.6517,-0.6697,-0.6837,-0.6947
exp516,8,0,8,8,8,0,0,15,15,0,8,-1.5,180,-0.2657,-0.3107,-0.3397,-0.3637,-0.3827
exp493,0,5,10,0,5,10,0,5,20,10,5,-1.4,120,-0.4147,-0.5327,-0.5797,-0.6097,-0.6327
exp393,0,15,5,5,0,5,5,30,5,0,0,-1.5,150,-0.3537,-0.3977,-0.4297,-0.4557,-0.4777
exp438,5,0,10,10,0,0,5,5,20,0,15,-1.1,150,-0.7137,-0.7317,-0.7447,-0.7547,-0.7647
exp193,20,5,0,0,10,0,0,20,0,5,10,-1.4,120,-0.5987,-0.6337,-0.6567,-0.6747,-0.6907
exp548,8,0,0,8,0,8,8,15,0,0,23,-1.1,90,,,,,
exp275,0,5,0,15,10,10,0,20,0,0,10,-1.3,90,-0.2777,-0.3127,-0.3357,-0.3547,-0.3707
exp57,5,10,10,5,5,5,0,0,30,0,0,-1.4,90,-0.8087,-0.8347,-0.8517,-0.8657,-0.8787
exp440,20,5,0,0,10,0,5,20,0,0,10,-1.5,150,-0.7337,-0.7627,-0.7827,-0.7987,-0.8127
exp299,5,0,0,5,10,5,5,15,5,0,20,-1.5,90,-0.2497,-0.2837,-0.3077,-0.3267,-0.3407
exp60,20,5,0,15,5,0,0,20,0,0,5,-1.2,120,-0.4837,-0.5547,-0.5887,-0.6087,-0.6227
exp466,5,5,5,20,0,5,0,10,0,15,5,-1.4,60,-0.3457,-0.3917,-0.4247,-0.4497,-0.4717
exp153,0,5,0,10,20,5,0,10,10,5,5,-1.2,60,-0.2197,-0.2607,-0.2897,-0.3127,-0.3327
exp10,15,0,0,0,0,5,5,20,0,0,25,-1.5,150,-0.7977,-0.8307,-0.8527,-0.8687,-0.8817
exp386,0,0,0,0,25,0,10,5,20,0,10,-1.2,120,-0.7067,-0.7547,-0.7897,-0.8177,-0.8407
exp200,15,0,0,0,10,0,5,25,5,10,0,-1.3,120,-0.6387,-0.6837,-0.7167,-0.7337,-0.7497
exp130,5,0,5,0,15,0,5,0,10,25,5,-1.2,90,-0.4747,-0.5517,-0.5987,-0.6357,-0.6657
exp252,5,0,0,0,10,35,0,10,5,5,0,-1.2,90,-0.4547,-0.5077,-0.5387,-0.5607,-0.5777
exp564,8,0,0,8,8,8,0,15,0,15,8,-1.2,180,-0.2377,-0.2707,-0.2917,-0.3087,-0.3227
exp288,5,0,0,0,0,10,10,15,25,0,5,-1.3,90,-0.6817,-0.7137,-0.7337,-0.7477,-0.7597
exp148,5,5,0,0,5,0,5,30,15,5,0,-1.3,60,-0.6967,-0.7197,-0.7347,-0.7487,-0.7617
exp334,0,0,10,0,0,0,30,5,5,15,5,-1.4,120,-0.8237,-0.8587,-0.8827,-0.9027,-0.9207
exp19,0,5,5,0,5,0,5,25,5,15,5,-1.1,120,-0.4277,-0.5017,-0.5457,-0.5747,-0.5967
exp138,0,0,10,0,0,10,0,15,15,15,5,-1.1,150,-0.6027,-0.6527,-0.6847,-0.7067,-0.7267
exp541,8,0,0,8,8,0,8,15,15,0,8,-1.4,150,-0.6967,-0.7137,-0.7237,-0.7317,-0.7387
exp405,0,5,5,5,0,10,0,15,10,0,20,-1.3,90,-0.5287,-0.6097,-0.6427,-0.6627,-0.6777
exp545,8,0,8,0,0,8,0,7,7,0,32,-1.5,90,-0.6427,-0.6977,-0.7237,-0.7407,-0.7547
exp221,0,5,0,10,0,0,5,5,30,5,10,-1.5,150,-0.7287,-0.7527,-0.7667,-0.7777,-0.7857
exp23,5,15,0,0,5,5,0,25,10,0,5,-1.1,150,-0.5337,-0.5957,-0.6267,-0.6487,-0.6657
exp84,0,5,0,0,10,10,0,10,20,0,15,-1.1,150,-0.5377,-0.6087,-0.6437,-0.6667,-0.6837
exp462,0,0,5,10,15,5,0,5,15,10,5,-1.5,60,-0.3177,-0.3677,-0.4037,-0.4317,-0.4567
exp128,0,20,5,15,5,5,0,10,0,10,0,-1.2,150,-0.2467,-0.2827,-0.3077,-0.3277,-0.3447
exp293,15,5,0,0,0,5,0,10,5,30,0,-1.2,120,-0.7127,-0.7447,-0.7637,-0.7777,-0.7897
exp95,0,0,0,10,5,5,5,25,10,0,10,-1.2,90,-0.6757,-0.7007,-0.7167,-0.7297,-0.7417
exp41,5,0,10,15,0,0,0,20,0,5,15,-1.4,60,-0.3577,-0.4017,-0.4317,-0.4557,-0.4767
exp75,0,15,5,0,0,0,5,10,5,5,25,-1.5,150,-0.7747,-0.7977,-0.8117,-0.8227,-0.8327
exp500,0,5,25,10,0,10,0,0,10,10,0,-1.4,60,-0.3787,-0.4077,-0.4287,-0.4467,-0.4627
exp586,0,0,0,15,0,35,0,15,5,0,0,-1.0,180,-0.5827,-0.6557,-0.6887,-0.7097,-0.7267
exp356,10,5,10,20,0,0,0,0,5,20,0,-1.1,120,-0.6147,-0.6527,-0.6777,-0.6977,-0.7127
exp544,0,0,0,8,8,0,8,15,0,15,16,-1.1,60,-0.4827,-0.5327,-0.5567,-0.5727,-0.5847
exp227,0,5,5,15,5,5,0,20,0,15,0,-1.2,60,,,,,
exp537,0,0,0,8,0,8,0,7,7,7,33,-1.2,60,-0.4057,-0.4747,-0.5227,-0.5557,-0.5807
exp406,20,0,0,15,0,5,0,20,0,10,0,-1.3,60,-0.4737,-0.5437,-0.5787,-0.6017,-0.6197
exp204,5,5,0,15,0,0,5,0,35,5,0,-1.2,120,-0.1537,-0.2527,-0.3107,-0.3457,-0.3677
exp534,0,0,0,0,8,0,0,15,15,15,17,-1.2,150,-0.5957,-0.6447,-0.6647,-0.6777,-0.6887
exp297,0,0,5,20,0,5,0,0,40,0,0,-1.2,120,,,,,
exp467,0,0,20,0,0,15,0,20,0,0,15,-1.5,60,-0.5717,-0.6007,-0.6217,-0.6407,-0.6567
