Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Tafel Slope (mV/dec),Exchange Current Density (mA/cm²),R²,Overpotential @ 50 mA,Cdl mF cm-2
exp391,0,0,0,5,5,5,10,15,5,0,25,-1.2,150,149.80668183173012,0.0456040780284211,0.9964501707788253,-0.4577,10.5863750826682
exp392,5,0,15,0,10,10,0,10,15,5,0,-1.1,60,113.80601941603604,1.675156001841003e-05,0.9964498531642902,-0.7717,0.2590708853833
exp393,0,15,5,5,5,0,5,30,5,0,0,-1.5,150,132.98842345673114,0.0156960604493011,0.994128616766573,-0.4777,10.8359985178527
exp394,5,10,10,0,0,0,0,30,10,0,5,-1.5,150,119.97709242956272,7.178374922090677e-06,0.998007703023328,-0.8497,0.1397303162027
exp395,0,0,10,10,0,0,0,5,0,40,5,-1.2,150,158.64922601083563,0.0002367571710985,0.9993856715031084,-0.8787,0.4236544735308
exp396,0,0,0,0,20,5,5,30,0,5,5,-1.2,90,,,,,
exp397,0,0,0,0,15,5,5,10,0,15,20,-1.3,120,,,,,
exp398,5,0,0,0,5,15,0,10,30,0,5,-1.4,150,,,,,
exp399,5,20,0,0,5,0,5,10,0,20,5,-1.3,60,,,,,
exp400,0,15,10,10,5,10,0,10,5,5,0,-1.3,120,,,,,
exp401,0,10,5,0,5,10,5,10,20,0,5,-1.5,90,158.16178325188596,0.0041045877393992,0.9989199176603696,-0.6617,1.177474894162
exp402,10,0,10,5,0,0,15,0,0,20,10,-1.5,120,139.99004352661882,0.0011013663757374,0.9987471644781638,-0.6637,0.4927007583912999
exp403,0,15,0,5,0,5,5,15,5,20,0,-1.5,90,176.96779314027407,0.0148973573559619,0.997978615392692,-0.6287,2.2414355780971
exp404,5,0,5,10,0,5,5,15,10,15,0,-1.2,120,216.98485013295192,0.0241658829125036,0.9995219166660938,-0.7267,0.8450094195221
exp405,0,5,0,5,5,0,10,15,10,0,20,-1.3,90,174.68048499147386,0.0061594149819856,0.9955723921079884,-0.6777,3.6227768721832
exp406,20,0,0,0,15,0,5,20,0,10,0,-1.3,60,168.81770846111692,0.0107318953512129,0.999920229627828,-0.6197,1.8881073391893
exp407,20,0,10,0,10,0,0,10,15,5,0,-1.2,60,108.98665816328516,1.7050712950716287e-05,0.9969940324497908,-0.7457,0.2584946471117
exp408,5,0,0,15,15,0,10,0,20,5,0,-1.4,120,163.54835605307272,0.0020984574912412,0.9978103264521244,-0.7367,2.0533626190599
exp409,5,5,0,0,5,5,0,0,15,25,10,-1.3,60,139.21585526175812,0.0001940011591743,0.9949591453425232,-0.7847,0.1121853988951
exp410,10,0,10,15,0,0,10,0,0,20,5,-1.2,90,181.0934604788892,0.005270358919022,0.9943372816584825,-0.7427,0.2727727599352
exp411,0,15,0,15,10,0,5,5,15,0,5,-1.4,120,170.27051443046432,0.0022642935516534,0.9975240911528772,-0.7617,0.4725708408002
exp412,0,0,0,20,5,5,0,10,0,30,0,-1.4,150,96.64680855382248,0.1006511765147198,0.0196297550342518,-0.4587,29.7891015580514
exp413,0,0,15,5,0,0,5,5,20,5,15,-1.2,120,135.37449269414336,8.065617309646133e-05,0.993320310109989,-0.8287,0.2179381972919
exp414,15,5,5,0,15,0,0,5,10,5,10,-1.5,150,166.84026178196703,0.0225163572467141,0.9986816963229976,-0.5527,3.2597736175631997
exp415,15,0,0,0,0,10,25,15,0,5,0,-1.4,90,197.1974102828798,0.0458405506968276,0.9960366802681616,-0.6177,2.8167327885728
exp416,15,5,5,10,5,5,0,5,5,15,0,-1.1,90,155.2320154593619,0.0026415678347132,0.9999183978439832,-0.6777,1.0519030665208
exp417,0,5,0,5,0,10,0,10,15,5,20,-1.1,60,,,,,
exp418,0,10,0,5,15,10,5,5,15,5,0,-1.1,90,148.52883282711915,0.0588150961211738,0.9902323331147856,-0.4507,7.893820217408301
exp419,5,5,0,5,10,0,10,15,0,5,15,-1.1,60,142.75364214090715,0.0021876911932084,0.9994526365837628,-0.6367,1.7920737159334998
exp420,0,10,0,0,10,5,5,25,0,5,10,-1.4,120,110.72122938642909,0.0296991311120378,0.9898873783226784,-0.3737,11.5128978614313
exp421,5,0,5,0,5,15,5,5,20,0,10,-1.1,60,147.39491411949274,0.0017235203198063,0.999964589695497,-0.6697,0.9325353243939
exp422,0,10,0,5,5,20,5,0,15,5,5,-1.1,60,192.6176485068418,0.0772929621210878,0.993818289596162,-0.5597,0.0380913798081406
exp423,15,15,0,0,0,0,0,0,35,0,5,-1.2,150,147.49875440761713,0.0001052722548337,0.99677375208394,-0.8627,0.1568132286865
exp424,0,0,10,15,0,0,0,0,25,15,5,-1.2,60,117.96632844235997,3.6889332602078423e-06,0.9971032156650828,-0.8677,0.1384974330575999
exp425,15,15,5,0,5,0,0,10,5,5,10,-1.2,90,120.89070592441006,0.0001260473441301,0.9946387261948808,-0.7127,0.2554396890572999
exp426,0,0,5,20,0,5,0,0,15,15,10,-1.2,120,182.56861704324405,0.0041477215929911,0.998759314015392,-0.7667,2.0565617926666
exp427,0,5,0,20,0,10,10,0,10,15,0,-1.2,120,114.75101284102163,0.0295168579660999,0.9943547840535506,-0.3847,16.6361105754664
exp428,25,5,5,0,0,5,0,5,20,0,5,-1.5,60,136.7969868072658,7.565999320153253e-05,0.9976451033902156,-0.8307,0.1577567131711
exp429,0,5,10,5,5,0,0,5,10,20,10,-1.3,60,155.75496918556385,0.0016662615426771,0.9958923278221692,-0.7187,0.7804814395208001
exp430,0,5,0,5,0,10,20,20,0,0,10,-1.3,120,156.16484473780372,0.0697860238565205,0.994815224095894,-0.4527,7.4894149776869
exp431,5,5,5,0,5,5,20,5,10,5,5,-1.4,150,144.913530974277,0.0300275088649593,0.996387330319087,-0.4657,25.3144352752675
exp432,0,0,5,15,10,0,0,25,0,15,0,-1.2,150,370.50556088306183,1.887617694995756,0.5831873330165706,-0.4307,21.6218868673124
exp433,5,0,10,10,5,0,0,20,20,0,0,-1.1,120,108.77087077516242,6.038600697037014e-06,0.997820844494355,-0.7927,0.3059500502957
exp434,5,5,0,15,5,5,15,10,10,0,0,-1.4,90,244.4429126093926,0.0917610474841939,0.9969138299100544,-0.6367,5.8391241798231
exp435,0,0,5,0,0,5,15,15,5,10,15,-1.2,90,268.9718465316644,0.2454828975210364,0.977196321789402,-0.6247,3.007089993193
exp436,10,0,5,0,0,15,10,0,5,20,5,-1.1,150,146.03971853632348,0.0020221349687685,0.9981429116521454,-0.6587,0.8729752010079
exp437,5,5,0,20,5,0,5,15,0,5,10,-1.4,60,121.28735357456384,0.0022222277326904,0.9968501147059844,-0.5237,4.3947553949287
exp438,5,0,5,10,10,0,0,5,20,0,15,-1.1,150,91.58507925116687,5.865772101840478e-07,0.9949743061117294,-0.7647,0.1641089251526
exp439,5,30,0,0,0,0,5,10,10,10,0,-1.5,90,134.1758650875503,0.0006136081267121,0.997041004383858,-0.6837,0.329711168734
exp440,20,5,5,0,0,10,0,20,0,0,10,-1.5,150,140.4104280527389,0.0001502386712475,0.9957777946462903,-0.8127,0.119276710496
exp441,0,0,5,5,5,25,5,0,20,0,5,-1.2,120,102.71811542403792,0.0225840821302467,0.9836747015934304,-0.3577,13.8889645828007
exp442,0,5,15,5,5,0,10,20,0,5,5,-1.3,90,146.1506039746882,0.0077628859703714,0.9977589276008284,-0.5667,4.2112174695195
exp443,10,0,0,10,0,5,15,20,5,0,5,-1.5,150,200.2361045664921,0.0882276885434242,0.991811825108261,-0.5527,3.928783764123099
exp444,0,10,0,0,15,15,10,10,10,0,0,-1.2,150,136.50960136799844,0.0335889953840607,0.9924193675863124,-0.4327,15.3026622096921
exp445,20,0,10,15,5,0,0,5,5,10,0,-1.1,120,135.31637367190112,0.000429287225116,0.9977648597387224,-0.7157,0.6704822420586
exp446,5,0,20,0,0,0,5,5,30,5,0,-1.3,60,126.57497790564308,8.00933147338658e-05,0.9936819871653152,-0.7627,0.9786948357506
exp447,0,10,0,0,0,0,15,30,5,10,0,-1.4,150,131.58934884601808,0.0004270000247325,0.9984810853903816,-0.6847,0.8372802399606001
exp448,0,20,10,5,5,0,0,5,10,5,10,-1.1,120,119.44129824300148,0.0001736970816962,0.9969270148361258,-0.6847,0.3393806594312
exp449,5,10,0,0,15,0,0,15,15,10,0,-1.1,150,189.29193099831232,0.0623752669611664,0.9986505945056584,-0.5457,3.9868524861067
exp450,0,5,5,0,10,15,5,15,5,0,10,-1.5,90,108.71784102717918,0.0311463763002201,0.9906653962169164,-0.3617,13.6416135474222
exp451,0,0,5,0,0,0,25,5,20,15,0,-1.1,90,141.06150249396572,0.0009482885562202,0.9960800596347932,-0.6857,8.6267080379431
exp452,15,15,0,5,5,0,5,5,15,5,0,-1.2,120,154.4715619588478,0.0037400359392745,0.997625172365418,-0.6657,1.4215130003046998
exp453,5,10,10,5,0,0,0,20,5,15,0,-1.3,60,129.54443405747108,0.0002393289221847,0.9966495141547246,-0.7157,0.1312342537014
exp454,0,0,10,10,10,0,0,20,0,10,10,-1.3,90,140.7476829685193,0.0017909222925096,0.9998882509495236,-0.6407,0.8451719146455999
exp455,5,10,0,5,0,20,5,20,0,5,0,-1.1,90,144.09358563567923,0.000583655599128,0.9987729590610928,-0.7317,0.4425008514559
exp456,5,5,0,15,15,0,0,0,30,0,0,-1.5,90,103.6095630022262,5.707281189857034e-06,0.995440627178465,-0.7557,0.1278321691697
exp457,5,10,0,5,5,0,0,0,35,5,5,-1.2,120,112.04366837287922,3.938902323746211e-05,0.9939801770414544,-0.7357,0.1293737749641
exp458,5,5,10,15,0,0,0,15,5,10,5,-1.4,60,135.1160371257841,0.0001424408455251,0.992661733793162,-0.7927,0.1039345828597
exp459,0,10,10,0,5,15,0,5,5,20,0,-1.3,150,118.32006833513216,0.0453364174630007,0.9917645836782828,-0.3747,6.2803111899347
exp460,0,20,5,10,5,0,5,0,0,25,0,-1.2,120,138.07275859185577,0.0004217332957122,0.9903041610508232,-0.7467,0.1222288716215
exp461,10,35,0,5,0,0,0,5,10,5,0,-1.5,90,121.90490904494732,3.0207191996761277e-05,0.9932847413775708,-0.7827,0.1022245292129
exp462,0,0,0,5,10,15,5,5,15,10,5,-1.5,60,153.77847287261068,0.0663564964938063,0.9915504800516322,-0.4567,8.415105568013301
exp463,10,5,5,0,5,5,10,0,5,25,0,-1.5,60,146.62327071008474,0.0038417711569229,0.9967018075183944,-0.6277,0.5176546651846
exp464,10,15,0,5,0,5,0,0,5,20,10,-1.5,150,172.544726738216,0.0011606338548917,0.9967791305550135,-0.8177,0.1042058213112
exp465,0,5,0,0,15,15,0,0,0,25,10,-1.5,120,99.9647318629546,0.0215462630967993,0.987613155577652,-0.3537,10.2366165822063
exp466,5,5,0,5,20,0,5,10,0,15,5,-1.4,60,137.9358438601878,0.0224300235099325,0.9963291084390994,-0.4717,6.9586944205335
exp467,0,0,0,20,0,0,15,20,0,0,15,-1.5,60,104.42440471836272,3.4600425400177846e-05,0.9970952404164488,-0.6567,3.1636868239498
exp468,5,10,15,5,0,5,0,5,15,10,0,-1.4,90,142.51061645492516,0.0004554367525861,0.99839010122705,-0.7527,0.2145310805656
exp469,0,20,0,0,15,10,5,0,20,0,0,-1.3,150,96.74273478607483,0.0248743562496329,0.9870603334719136,-0.3347,15.2823182181138
exp470,25,0,5,0,5,0,5,10,10,5,5,-1.2,60,142.9157259071828,0.0008180664676168,0.9982980234248898,-0.7147,0.4598256890667
exp471,15,0,0,5,5,5,10,5,15,5,5,-1.4,60,157.4687358351168,0.0058282596185727,0.9998995124380096,-0.6297,2.4448027011294
exp472,10,5,0,5,0,0,5,15,30,0,0,-1.4,90,157.8490816465271,0.0010898456762903,0.9990879887935404,-0.7657,0.5246554922305
exp473,5,15,0,0,5,10,5,0,0,20,10,-1.3,150,148.83873034787064,0.0010272827012695,0.996477751616812,-0.7367,0.103665329254
exp474,0,0,5,0,20,5,15,15,5,0,5,-1.3,90,126.3294825251465,0.0192021952706877,0.9924765289997578,-0.4367,16.124449150009
exp475,5,0,5,0,5,10,20,10,5,10,0,-1.5,150,169.524116379229,0.0796365410655072,0.9937688397028884,-0.4857,6.750463837446699
exp476,10,10,5,0,0,0,0,15,10,15,5,-1.3,120,178.0676853999047,0.0013625821793067,0.9978766242699934,-0.8267,0.3653665413756
exp477,5,5,0,5,5,5,0,25,15,0,5,-1.2,120,137.2813519823394,0.0003559299576721,0.998944645851106,-0.7387,0.2590530624624
exp478,5,5,25,5,0,0,0,5,10,15,0,-1.4,60,161.5008073503304,0.0001872737013273,0.9952334561939684,-0.9097,0.1139270111385
exp479,0,5,5,5,5,5,15,5,5,10,10,-1.5,120,174.08535637945957,0.043998933343485,0.9939486269502592,-0.5427,5.218168914143701
exp480,5,0,5,0,0,0,20,15,0,20,5,-1.2,90,106.33480106854168,4.0857313579044714e-05,0.9961587366460256,-0.6657,2.4420105339502003
exp481,5,15,0,10,0,0,5,5,20,0,10,-1.1,60,153.58997339525013,0.0003544719375458,0.9958666857507172,-0.8117,0.1653618014372
exp482,0,5,0,10,20,0,0,25,0,0,10,-1.4,120,124.51004617104545,0.0216196043164174,0.9925770796939984,-0.4317,10.4263441521329
exp483,5,0,5,0,5,5,10,10,25,5,0,-1.5,90,174.34920945241106,0.0030926641037886,0.999128543063901,-0.7577,0.3934035602894
exp484,20,15,0,0,0,0,5,5,15,5,5,-1.1,90,128.96677528911133,0.0008002953939751,0.9981932624585486,-0.6467,0.8834725035341
exp485,10,5,0,10,0,0,15,0,25,0,5,-1.3,90,171.6821687880416,0.0024873965678291,0.9972410272930836,-0.7697,1.784361219928
exp486,0,5,10,0,20,0,10,5,0,15,5,-1.4,90,135.09575902886803,0.018370009638363,0.996424702055652,-0.4727,9.0189917925232
exp487,25,0,15,0,5,0,0,5,15,0,5,-1.1,120,108.6975291312099,1.0343383171370796e-05,0.9951687189338052,-0.7587,0.1302365047074
exp488,0,20,0,5,5,0,10,5,10,15,0,-1.5,90,140.36990419731973,0.0028438461259818,0.9984145635839432,-0.6217,1.2883177822199
exp489,0,0,0,20,10,5,5,0,10,20,0,-1.3,60,125.5572077546897,0.0146730492983091,0.9950290221366156,-0.4587,4.3193830673069
exp490,0,10,5,15,5,0,0,25,5,0,5,-1.3,120,160.88466723108266,0.0179485575599792,0.998904793532664,-0.5637,2.575259428777
exp491,10,15,5,0,5,0,0,20,0,5,10,-1.2,90,121.57753418120926,0.0001879944886865,0.9949873151193814,-0.7017,0.1950822137655999
exp492,25,0,0,10,0,0,10,15,5,5,0,-1.5,150,114.28244806115228,4.0225227856976426e-05,0.9971954118556408,-0.7347,0.2910682459343999
exp493,0,5,0,10,0,5,10,5,20,10,5,-1.4,120,230.78425276945188,0.0790765751943204,0.9912249886786768,-0.6327,3.4115866533761
exp494,0,5,0,20,5,0,0,30,5,5,0,-1.4,60,158.4518614660141,0.0033672980613627,0.9998621689076173,-0.6747,0.8380749830826
exp495,20,0,10,10,5,0,0,15,10,0,0,-1.2,90,129.39823494439912,0.0003506325022574,0.9964758343179062,-0.7077,0.248334271035
exp496,0,0,5,0,5,10,0,10,15,15,10,-1.1,150,160.90645189630078,0.0850392154704541,0.9971916616383288,-0.4507,6.151527972164099
exp497,0,0,5,5,25,0,5,10,0,10,10,-1.1,60,167.20743174537623,0.0131129242616166,0.9985842281520256,-0.6077,2.2148593514596997
exp498,0,10,0,0,5,30,0,5,10,10,0,-1.5,120,191.04289736915743,0.0585187424552013,0.9926955164120866,-0.5847,0.937658559624
exp499,0,10,10,20,5,0,0,15,5,5,0,-1.2,150,143.46194845180483,0.0021498378651506,0.9986803775371108,-0.6407,0.9061238354392
exp500,0,5,0,25,10,0,10,0,10,10,0,-1.4,60,98.7893672961404,0.0013913546868213,0.9957720122911586,-0.4627,4.7736033256814
exp501,8,0,8,0,8,8,0,0,0,7,31,-1.5,90,119.59860687367696,0.002836801377418,0.9904491833960152,-0.5247,0.1706115513735
exp502,8,0,0,0,8,0,0,15,0,15,24,-1.4,90,145.0886378846326,0.0367002158667397,0.9956222204207604,-0.4647,2.7579684210775
exp503,8,0,8,8,0,0,8,15,15,0,8,-1.5,180,149.13484235712957,0.0001024725532857,0.9993165782464796,-0.8587,0.26155368789
exp504,8,0,8,0,0,0,8,0,0,15,31,-1.4,60,138.6638353875041,0.0001461271242777,0.9975949759672572,-0.7757,1.19393661772
exp505,0,0,8,8,8,0,0,15,0,0,31,-1.5,150,,,,-0.3337,80.1426310395285
exp506,0,0,8,8,0,8,8,0,15,0,23,-1.5,60,150.71534124661474,0.0016506357286747,0.9991972388154554,-0.6847,1.1257873475366
exp507,8,0,0,0,8,8,0,7,7,7,25,-1.1,150,351.4179439327285,2.7946906389717965,0.6589351126244078,-0.3637,22.2460535140786
exp508,8,0,0,0,0,8,0,15,0,0,39,-1.5,60,115.69331554904568,2.67758913244818e-05,0.9981368219322072,-0.7477,0.0840220325627675
exp509,8,0,0,0,0,8,8,0,15,0,31,-1.4,180,244.0813772562628,0.0890359015240615,0.9997603767663924,-0.6747,0.8711633939457
exp510,8,0,8,0,0,8,0,0,15,15,16,-1.1,180,160.3000823699975,0.002968514717664,0.9861926750645322,-0.7137,0.1041513126521
exp511,8,0,0,0,0,0,0,0,15,0,47,-1.2,90,173.26748340500492,0.0001816846414202,0.9963211236193492,-0.9707,0.1067783388495
exp512,0,0,0,0,0,8,8,0,0,15,39,-1.1,90,85.84427175971794,0.0021454966372229,0.998169815367377,-0.3817,2.0866022308666
exp513,0,0,8,0,8,8,8,7,7,7,17,-1.5,180,,,,,
exp514,0,8,0,0,8,8,8,0,0,7,31,-1.4,150,123.69754098346856,1.5817805598556145,0.1307365992334829,-0.2427,66.0818439142901
exp515,0,0,0,0,8,8,0,0,15,15,24,-1.4,60,114.56098809488708,8.351385458657788e-05,0.9994825091626188,-0.6827,0.4052267217458999
exp516,8,0,0,8,8,8,0,15,15,0,8,-1.5,180,326.63149805856204,2.023091279269541,0.5947007213207604,-0.3827,17.597146703548
exp517,0,0,8,0,0,0,0,15,15,15,17,-1.5,90,114.54986488217436,5.163064681240956e-06,0.997400163998806,-0.8357,0.1399843674265
exp518,0,0,8,0,8,0,0,0,0,15,39,-1.2,150,71.45937114945129,0.0164239703327621,0.990874493245036,-0.2457,13.041753711538
exp519,8,0,8,0,0,0,0,15,0,0,39,-1.2,180,121.13046512277286,1.3495050663545482e-05,0.99181512480469,-0.8387,0.1260383351351
exp520,8,0,8,8,0,8,0,15,15,0,8,-1.1,90,133.50174018498817,6.441055852000328e-05,0.9991811751234468,-0.8137,0.1599009706068
exp521,0,8,0,0,0,0,0,0,0,15,47,-1.5,180,129.25209117608168,1.5668109757996453e-05,0.9976870878641346,-0.8857,0.1022718128523
exp522,0,0,0,8,0,8,8,15,0,0,31,-1.1,180,145.66198459647566,0.0564310144218362,0.9941673502485354,-0.4267,7.240223054316
exp523,8,0,0,0,0,0,8,15,15,15,9,-1.1,60,107.2720797668353,3.6121312867743663e-06,0.9980059538306744,-0.7817,0.8145428769701
exp524,8,0,0,0,8,0,8,0,15,15,16,-1.5,150,121.91748359981436,0.0001780097780776,0.999255916238604,-0.6847,1.1517694406409
exp525,0,0,0,8,8,8,0,15,0,0,31,-1.2,90,115.51096490216176,0.0078179947377968,0.996907864939762,-0.4367,10.1067308029221
exp526,8,0,0,8,8,8,8,0,15,0,15,-1.1,60,111.2756792699744,3.90052593125629e-05,0.9982719153615696,-0.7067,0.5909757744538
exp527,0,0,8,0,0,0,8,0,15,0,39,-1.1,150,106.44195314328276,2.935139999228475e-06,0.998310919990089,-0.8177,0.2626855292705
exp528,0,0,0,8,0,8,0,0,15,0,39,-1.5,150,167.258377784215,0.0017575603905228,0.99381597503614,-0.7767,0.5380126727586
exp529,8,0,0,8,8,0,0,7,7,0,32,-1.4,180,401.8991157966444,2.825543659386945,0.5624651035229176,-0.4237,26.9857948273219
exp530,8,0,0,8,0,0,0,15,0,0,39,-1.1,150,172.35302743742324,0.0012289612762383,0.9978976275658068,-0.8277,0.3472660314394999
exp531,0,0,0,8,8,0,8,15,0,0,31,-1.5,60,130.05515704295735,0.014624150680109,0.9951126559767244,-0.4647,7.463824482457699
exp532,8,0,8,0,8,8,8,0,15,15,0,-1.2,90,206.21501465868496,0.0310042590196396,0.9993665016104702,-0.6687,1.9531100906965
exp533,8,0,8,0,0,8,8,15,0,15,8,-1.5,150,190.75025051639855,0.2891012133435168,0.9844122446383614,-0.4457,5.3725659569943
exp534,0,0,0,0,0,8,0,15,15,15,17,-1.2,150,172.13516991941813,0.0050249964897336,0.9834328218250608,-0.6887,1.0100443679415
exp535,0,0,0,0,0,0,8,15,0,0,47,-1.4,150,93.62704429634049,5.425772537070675e-06,0.9966751633088126,-0.6627,2.4635393745003
exp536,8,0,0,8,8,0,8,15,15,0,8,-1.2,150,323.6626621763771,1.027785825072267,0.5417617451850681,-0.4767,13.2781149403893
exp537,0,0,0,0,8,0,8,7,7,7,33,-1.2,60,193.04964636458945,0.0517485412442219,0.9974580793939046,-0.5807,5.7088944208787
exp538,0,0,0,0,8,8,8,15,15,0,16,-1.5,90,159.93983236465112,0.1032942342185085,0.9885504450330382,-0.4527,8.840175901251401
exp539,0,0,0,8,8,0,0,0,15,0,39,-1.1,90,69.43944883856042,0.0203721238284102,0.0181687643113314,-0.4627,8.135898435234399
exp540,0,0,8,0,8,0,8,15,15,15,1,-1.4,180,96.88901155488192,8.131908111872701e-06,0.998515782301919,-0.6787,0.2560510803501
exp541,8,0,8,0,8,8,0,15,15,0,8,-1.4,150,76.6775074603342,2.9433813950665748e-08,0.9995681312805286,-0.7387,0.1804981181938
exp542,8,0,8,0,8,0,0,0,15,0,31,-1.5,60,71.22354402559563,1.8065712621088072e-08,0.9970050373096528,-0.7217,0.1238369168522
exp543,0,0,8,0,0,8,0,7,7,7,33,-1.4,90,115.98871000727978,7.046541908080144e-05,0.9995371613846944,-0.7077,0.2594898822691
exp544,0,0,8,0,8,8,0,15,0,15,16,-1.1,60,127.34727992101796,0.0013041220042348,0.9989544334191264,-0.5847,0.7851018260407999
exp545,8,0,0,8,0,0,8,7,7,0,32,-1.5,90,201.57367080933383,0.0097112422437009,0.9981481384836428,-0.7547,1.5252680626755
exp546,0,0,0,0,8,0,0,15,15,0,32,-1.1,180,114.35159502848656,0.0118144447800004,0.989299863094262,-0.4297,15.857051804714
exp547,0,0,0,8,0,0,0,15,15,0,32,-1.4,60,102.16295514413588,7.825199876645903e-07,0.9982333494139032,-0.8307,0.1411707174661
exp548,8,0,8,0,8,0,8,15,0,0,23,-1.1,90,,,,,
exp549,0,0,8,8,8,0,8,0,15,0,23,-1.4,90,,,,,
exp550,8,8,0,0,0,8,0,0,0,7,39,-1.2,60,,,,,
exp551,0,0,8,8,0,8,0,15,0,0,31,-1.4,180,53.16999003646983,12145.316920129862,0.0242075985712264,-0.3287,80.8156936173383
exp552,8,0,8,8,0,8,8,7,7,0,16,-1.2,150,168.7696101289459,0.1257355410933677,0.991174330950628,-0.4487,13.6274507003382
exp553,0,0,8,0,0,8,8,15,15,0,16,-1.2,60,230.0891908315453,0.2179967901382989,0.9857596852533448,-0.5747,5.5025842100435005
exp554,8,0,8,8,8,0,0,15,15,0,8,-1.2,60,82.1875959675276,5.7435492788896195e-08,0.9993801055770002,-0.7667,0.3984515522295
exp555,0,0,8,8,8,8,0,0,15,0,23,-1.2,180,283.3877992961959,0.5577836413278391,0.629867643859357,-0.5327,11.926237801018798
exp556,0,0,0,8,0,0,8,0,15,0,39,-1.2,180,123.84267980910688,1.0674374861644182e-05,0.9995658302078804,-0.8417,0.1789624714582
exp557,0,0,8,8,0,0,8,15,0,0,31,-1.2,90,177.48430398427416,0.008584566830534,0.9951704439700962,-0.7007,2.0455587839758
exp558,8,0,0,8,0,8,8,15,15,0,8,-1.4,90,208.8721024040628,0.098623260844895,0.9984783717190544,-0.5707,5.9625466861849
exp559,8,8,8,0,8,0,8,0,0,7,23,-1.1,180,85.57517494287065,0.0014845586927395,0.9926229365760918,-0.3877,6.1131442186874
exp560,8,0,8,8,0,0,0,0,15,0,31,-1.4,150,98.69661003884494,1.5481650136754688e-07,0.9991865673841656,-0.8817,0.1801124612924
exp561,0,0,8,8,0,0,0,7,7,0,40,-1.1,60,92.15206984673344,2.7010100834852965e-08,0.9976380805490866,-0.8747,0.2112117310995999
exp562,0,0,8,8,8,8,8,15,15,0,0,-1.1,150,321.53862318436677,1.242731006371515,0.5688462947224068,-0.4517,13.6798052365461
exp563,8,0,8,8,8,8,8,15,0,0,7,-1.4,60,128.7526623694703,0.0307857591297719,0.9940481642605852,-0.4137,10.6798708160332
exp564,8,0,0,0,8,8,8,15,0,15,8,-1.2,180,93.6495410873996,0.0204984835402684,0.9920431365100332,-0.3227,19.3999645391693
exp565,4,0,4,0,4,4,4,7,7,7,29,-1.3,120,307.69211442735514,1.1758816460563963,0.7755421642390107,-0.4517,13.69080046862
exp566,4,4,4,0,4,4,4,0,0,7,39,-1.3,120,311.013018789787,2.4511412981636864,0.6224704778958682,-0.3187,25.118713199652703
exp567,4,0,4,4,4,4,4,7,7,0,32,-1.3,120,213.38582285359837,0.1100283309480685,0.9973831100946492,-0.5737,4.214778436664901
exp568,0,20,0,0,0,5,25,20,0,0,0,-1.5,180,138.28757745413176,0.0045931585548644,0.9899927336871838,-0.5607,8.331757867606202
exp569,0,0,0,0,25,0,0,0,0,45,45,-1.0,180,128.41529618569527,0.0039826110338849,0.997935254013536,-0.5307,3.9727008518192
exp571,0,0,0,0,15,15,0,0,0,20,40,-1.5,180,100.00462532136429,0.0049876199554166,0.9902773081763504,-0.4097,6.3477996556588
exp572,30,0,0,0,0,0,20,0,0,20,20,-1.0,180,124.40976521115242,4.261547982370157e-06,0.9995909554871852,-0.9057,0.1467996769459
exp574,0,0,0,0,0,50,0,20,0,0,0,-1.5,180,126.21834472120524,0.0334307037418118,0.9914784289686112,-0.4157,5.8680522905256
exp576,0,0,0,0,0,25,15,30,0,0,0,-1.0,120,250.5926006810258,0.0342742142031157,0.9968182047658584,-0.7837,0.2831212939712
exp577,0,0,0,20,0,20,10,0,0,20,20,-1.5,180,103.95004078127003,0.0014351744476891,0.9971427007770124,-0.4827,5.5137700596578
exp578,0,0,0,0,30,20,0,0,20,0,0,-1.0,180,81.65443176434616,8.449623251008672e-08,0.9995322682295312,-0.7647,0.3405317253322
exp579,0,0,0,0,0,20,30,0,0,20,20,-1.5,60,89.10981321865358,0.0002596150352757,0.9976201135153236,-0.4767,2.8954260028988
exp580,0,0,30,0,0,20,0,15,0,5,5,-1.5,180,154.57035498056217,0.0441560520527046,0.9906290930100414,-0.4897,2.1359028172676
exp581,0,0,0,5,0,25,10,30,0,0,0,-1.5,180,,,,,20.6405031306214
exp582,0,30,0,0,0,20,0,0,0,20,20,-1.0,180,129.21864226931123,0.0004129721658468,0.9986223650169374,-0.6837,0.2339587696484
exp583,0,0,0,0,0,5,45,0,0,20,20,-1.0,60,106.56518901670016,0.0001080457197212,0.996477902502431,-0.5877,1.7587872183606998
exp584,0,0,0,0,0,25,25,0,0,20,20,-1.0,180,83.33153358424727,0.0005783877549955,0.9979168495776756,-0.4137,6.3572296175121
exp585,0,0,0,0,0,25,15,0,0,30,30,-1.0,180,,,,,
exp586,0,0,0,0,15,0,35,15,5,0,0,-1.0,180,,,,,
exp587,0,0,0,0,0,30,20,20,0,0,0,-1.0,180,,,,,
exp589,0,5,25,0,20,0,0,0,0,20,20,-1.0,180,,,,,
exp590,0,0,0,0,0,0,45,0,0,25,25,-1.5,180,182.5004608346539,0.0008725096101968,0.9970673150132046,,
exp591,0,0,0,5,30,15,0,0,20,0,0,-1.5,180,,,,,
exp592,0,0,0,0,0,20,0,0,0,50,50,-1.0,180,,,,,
