Experiment,V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,blank,Volt,Time,Overpotential V at 10.0 mA/cm2,Overpotential V at 20.0 mA/cm2,Overpotential V at 30.0 mA/cm2,Overpotential V at 40.0 mA/cm2,Overpotential V at 50.0 mA cm-2
exp221,0,5,0,10,0,0,5,5,30,5,10,-1.5,150,-0.7287,-0.7527,-0.7667,-0.7777,-0.7857
exp222,10,10,15,0,5,0,5,20,0,0,5,-1.2,90,-0.7257,-0.7687,-0.7917,-0.8077,-0.8217
exp223,15,0,5,20,0,5,0,20,5,0,0,-1.3,60,-0.4307,-0.4597,-0.4817,-0.4997,-0.5157
exp224,5,10,0,10,0,0,5,15,0,15,10,-1.1,60,-0.4397,-0.4837,-0.5107,-0.5327,-0.5487
exp225,10,10,0,10,0,10,0,10,15,5,0,-1.3,90,,,,,
exp226,0,0,5,0,10,15,0,15,5,0,20,-1.4,120,-0.2797,-0.3197,-0.3457,-0.3677,-0.3847
exp227,0,5,5,15,5,5,0,20,0,15,0,-1.2,60,,,,,
exp228,0,0,0,20,0,0,5,25,10,10,0,-1.3,90,,,,,
exp229,10,10,0,5,0,10,0,5,5,20,5,-1.5,90,,,,,
exp230,15,0,0,20,0,0,10,20,5,0,0,-1.1,90,-0.5167,-0.5627,-0.5877,-0.6027,-0.6167
exp231,0,0,15,0,0,0,15,0,10,15,15,-1.4,120,,,,,
exp232,25,5,0,0,0,0,5,25,10,0,0,-1.3,120,-0.8127,-0.8337,-0.8507,-0.8677,-0.8797
exp233,5,15,0,10,0,15,0,0,10,10,5,-1.3,60,-0.5597,-0.5997,-0.6247,-0.6447,-0.6607
exp234,0,15,0,0,0,10,5,5,30,5,0,-1.4,150,-0.8027,-0.8287,-0.8467,-0.8617,-0.8757
exp235,0,5,0,5,10,5,0,5,40,0,0,-1.5,90,-0.5967,-0.6437,-0.6727,-0.6937,-0.7127
exp236,0,0,15,5,0,15,0,10,5,15,5,-1.4,90,,,,,
exp237,0,0,10,0,10,25,0,5,5,10,5,-1.1,150,-0.5307,-0.5917,-0.6327,-0.6617,-0.6857
exp238,0,15,15,5,0,5,0,5,5,10,10,-1.5,150,-0.5077,-0.5807,-0.6207,-0.6477,-0.6667
exp239,5,5,10,0,5,5,20,15,5,0,0,-1.1,90,-0.5557,-0.6077,-0.6367,-0.6567,-0.6727
exp240,5,10,10,0,0,5,5,25,0,0,10,-1.4,150,-0.5497,-0.5947,-0.6237,-0.6457,-0.6677
exp241,0,15,5,0,0,15,0,5,5,10,15,-1.3,90,-0.5867,-0.6207,-0.6437,-0.6647,-0.6807
exp242,0,10,5,0,0,15,5,25,5,5,0,-1.4,150,-0.6087,-0.6427,-0.6657,-0.6847,-0.7007
exp243,10,0,0,5,5,0,0,10,5,10,25,-1.4,120,-0.4377,-0.5187,-0.5637,-0.5937,-0.6147
exp244,10,5,5,0,0,5,0,5,0,30,10,-1.5,150,-0.6897,-0.7327,-0.7587,-0.7767,-0.7927
exp245,20,0,0,15,10,0,5,20,0,0,0,-1.1,120,-0.4347,-0.5027,-0.5407,-0.5637,-0.5797
exp246,5,0,0,0,10,5,5,0,25,5,15,-1.4,60,-0.6127,-0.6537,-0.6767,-0.6917,-0.7047
exp247,5,0,0,10,0,0,5,10,15,0,25,-1.1,60,-0.7147,-0.7307,-0.7417,-0.7487,-0.7577
exp248,0,5,0,0,30,0,0,0,20,10,5,-1.3,90,,,,,
exp249,0,0,0,10,0,5,5,25,15,5,5,-1.5,60,-0.6557,-0.6797,-0.6947,-0.7047,-0.7157
exp250,0,35,0,0,0,0,0,10,15,0,10,-1.3,150,,,,,
exp251,5,5,20,5,5,5,0,15,0,5,5,-1.4,90,,,,,
exp252,5,0,0,0,10,35,0,10,5,5,0,-1.2,90,-0.4547,-0.5077,-0.5387,-0.5607,-0.5777
exp253,10,5,5,0,20,10,0,5,10,5,0,-1.2,120,-0.6247,-0.6637,-0.6867,-0.7037,-0.7167
exp254,5,0,10,0,15,0,0,0,0,25,15,-1.1,90,-0.5457,-0.5887,-0.6147,-0.6337,-0.6487
exp255,0,5,0,25,0,0,10,0,10,10,10,-1.2,60,-0.6177,-0.6457,-0.6627,-0.6747,-0.6857
exp256,0,10,0,5,5,15,0,15,5,0,15,-1.5,60,-0.3637,-0.4177,-0.4577,-0.4907,-0.5147
exp257,5,0,10,10,0,5,5,10,10,0,15,-1.3,150,,,,,
exp258,0,20,0,0,0,0,0,0,15,30,5,-1.4,60,-0.7507,-0.7807,-0.7997,-0.8157,-0.8267
exp259,20,5,10,5,0,0,5,5,20,0,0,-1.3,120,-0.7797,-0.8017,-0.8147,-0.8267,-0.8347
exp260,5,25,5,0,0,0,15,15,0,5,0,-1.2,150,-0.7007,-0.7337,-0.7537,-0.7677,-0.7817
exp261,0,0,10,5,5,5,0,5,0,15,25,-1.3,60,-0.4017,-0.4507,-0.4867,-0.5157,-0.5397
exp262,5,5,0,10,0,0,10,20,10,5,5,-1.2,60,-0.7307,-0.7527,-0.7647,-0.7747,-0.7827
exp263,0,5,20,0,5,5,10,0,15,5,5,-1.2,90,-0.7537,-0.7907,-0.8077,-0.8197,-0.8287
exp264,0,10,0,15,0,5,15,5,10,5,5,-1.4,120,-0.2947,-0.3247,-0.3447,-0.3607,-0.3767
exp265,0,0,0,0,15,5,0,5,5,10,30,-1.1,120,-0.3997,-0.4527,-0.4867,-0.5127,-0.5377
exp266,0,5,0,5,10,0,0,10,15,25,0,-1.2,90,-0.6937,-0.7457,-0.7747,-0.7947,-0.8087
exp267,5,5,20,0,0,0,5,15,10,5,5,-1.5,60,-0.8057,-0.8267,-0.8387,-0.8477,-0.8547
exp268,0,0,0,5,15,10,0,5,10,10,15,-1.4,120,,,,,
exp269,10,15,10,0,0,10,0,5,0,20,0,-1.3,120,,,,,
exp270,0,10,5,10,5,15,0,0,25,0,0,-1.3,120,-0.6497,-0.6907,-0.7167,-0.7347,-0.7497
exp271,10,0,10,5,15,0,0,0,15,10,5,-1.5,60,-0.6217,-0.6807,-0.7117,-0.7377,-0.7587
exp272,0,20,0,0,10,0,20,0,5,15,0,-1.5,60,-0.7407,-0.7757,-0.7977,-0.8137,-0.8277
exp273,5,0,5,10,0,5,10,10,10,0,15,-1.5,120,-0.3477,-0.3917,-0.4227,-0.4487,-0.4727
exp274,5,5,0,5,0,15,5,15,0,5,15,-1.1,150,,,,,
exp275,0,5,0,15,10,10,0,20,0,0,10,-1.3,90,-0.2777,-0.3127,-0.3357,-0.3547,-0.3707
exp276,25,0,0,10,0,0,0,15,10,10,0,-1.3,60,-0.6837,-0.7047,-0.7177,-0.7267,-0.7387
exp277,15,0,0,0,5,0,0,5,20,0,25,-1.3,150,-0.7437,-0.7787,-0.8027,-0.8207,-0.8367
exp278,10,0,15,5,10,5,0,10,10,5,0,-1.5,120,-0.3407,-0.3857,-0.4177,-0.4407,-0.4627
exp279,5,0,5,25,0,10,0,5,5,10,5,-1.2,120,-0.4387,-0.4967,-0.5317,-0.5567,-0.5747
exp280,0,0,0,10,0,5,5,25,5,10,10,-1.4,60,-0.6227,-0.6557,-0.6787,-0.6997,-0.7157
exp281,5,0,10,0,25,0,5,0,15,5,5,-1.4,120,-0.4827,-0.5507,-0.6147,-0.6557,-0.6817
exp282,0,10,5,10,10,0,5,30,0,0,0,-1.1,120,-0.6297,-0.6727,-0.6987,-0.7187,-0.7357
exp283,0,5,0,0,15,10,20,15,0,5,0,-1.4,90,-0.3027,-0.3447,-0.3747,-0.4067,-0.4247
exp284,5,0,0,10,5,10,5,5,15,0,15,-1.3,90,-0.6057,-0.6547,-0.6827,-0.7027,-0.7187
exp285,5,0,0,15,0,10,0,0,5,15,20,-1.1,60,-0.2727,-0.2927,-0.3037,-0.3137,-0.3227
exp286,0,10,5,0,15,0,5,5,15,0,15,-1.4,150,-0.5897,-0.6527,-0.6857,-0.7167,-0.7347
exp287,0,5,10,10,0,0,20,5,5,10,5,-1.2,60,-0.3557,-0.3977,-0.4267,-0.4477,-0.4717
exp288,5,0,0,0,0,10,10,15,25,0,5,-1.3,90,-0.6817,-0.7137,-0.7337,-0.7477,-0.7597
exp289,0,5,25,5,0,0,0,0,10,15,10,-1.2,120,-0.3147,-0.3537,-0.3807,-0.4007,-0.4227
exp290,5,5,5,10,0,0,0,0,20,5,20,-1.3,150,-0.6867,-0.7137,-0.7287,-0.7407,-0.7497
exp291,10,5,10,0,0,0,0,25,10,5,5,-1.2,60,-0.7747,-0.7937,-0.8067,-0.8167,-0.8257
exp292,0,0,10,5,5,10,0,10,10,20,0,-1.1,150,-0.5097,-0.5907,-0.6307,-0.6547,-0.6717
exp293,15,5,0,0,0,5,0,10,5,30,0,-1.2,120,-0.7127,-0.7447,-0.7637,-0.7777,-0.7897
exp294,10,0,15,0,0,10,10,0,0,25,0,-1.3,120,-0.4387,-0.4767,-0.5037,-0.5217,-0.5397
exp295,10,0,5,5,0,5,0,15,15,5,10,-1.1,120,-0.7007,-0.7327,-0.7517,-0.7647,-0.7767
exp296,10,0,5,5,0,10,5,10,0,15,10,-1.2,60,-0.5277,-0.5617,-0.5807,-0.5957,-0.6077
exp297,0,0,5,20,0,5,0,0,40,0,0,-1.2,120,,,,,
exp298,5,0,5,0,0,0,10,0,25,0,25,-1.1,60,-0.8097,-0.8397,-0.8607,-0.8777,-0.8937
exp299,5,0,0,5,10,5,5,15,5,0,20,-1.5,90,-0.2497,-0.2837,-0.3077,-0.3267,-0.3407
exp300,0,5,10,10,0,20,0,5,10,10,0,-1.5,90,,,,,
exp301,5,25,0,0,0,0,0,15,5,15,5,-1.2,150,,,,,
exp302,0,0,5,15,0,15,5,0,15,10,5,-1.2,150,-0.6077,-0.6477,-0.6727,-0.6937,-0.7097
exp303,0,5,0,5,15,20,0,20,0,0,5,-1.1,90,-0.3867,-0.4497,-0.4937,-0.5277,-0.5537
exp304,0,5,20,5,20,0,0,0,15,5,0,-1.3,60,-0.5877,-0.6467,-0.6797,-0.7077,-0.7267
exp305,5,0,0,15,0,10,20,15,0,5,0,-1.2,120,-0.3437,-0.3897,-0.4237,-0.4467,-0.4677
exp306,5,10,5,0,5,5,15,5,15,0,5,-1.3,150,,,,,
exp307,5,10,5,15,10,0,5,0,20,0,0,-1.5,90,,,,,
exp308,0,0,0,0,10,25,5,0,5,15,10,-1.3,150,,,,,
exp309,0,0,10,10,10,5,0,10,5,15,5,-1.2,90,,,,,
exp310,0,0,15,5,15,0,0,0,10,15,10,-1.1,120,,,,,
exp311,0,0,25,5,0,5,0,5,0,25,5,-1.2,60,-0.5497,-0.5967,-0.6227,-0.6437,-0.6567
exp312,0,5,20,5,5,0,15,0,10,10,0,-1.1,90,,,,,
exp313,5,5,0,10,0,5,10,25,10,0,0,-1.4,90,,,,,
exp314,5,25,0,0,5,0,0,25,0,10,0,-1.4,90,,,,,
exp315,0,35,0,0,0,0,0,15,5,15,0,-1.3,60,,,,,
exp316,5,20,10,5,10,0,0,20,0,0,0,-1.5,90,,,,,
exp317,0,5,10,5,10,10,0,0,5,25,0,-1.5,60,-0.5607,-0.6367,-0.6787,-0.7077,-0.7297
exp318,0,15,0,0,0,10,15,0,10,10,10,-1.4,120,-0.7347,-0.7947,-0.8337,-0.8627,-0.8857
exp319,5,0,5,0,10,0,5,5,25,15,0,-1.5,60,-0.7847,-0.8147,-0.8357,-0.8517,-0.8677
exp320,0,5,0,20,0,5,15,5,10,5,5,-1.3,120,-0.3167,-0.3577,-0.3897,-0.4157,-0.4377
exp321,10,0,10,0,10,0,15,10,15,0,0,-1.3,120,-0.7607,-0.8087,-0.8347,-0.8557,-0.8727
exp322,0,10,5,0,5,20,5,10,0,15,0,-1.5,150,-0.4017,-0.4627,-0.5037,-0.5357,-0.5607
exp323,10,5,20,5,5,0,0,5,5,15,0,-1.4,150,0.0033,-0.3507,-0.3797,-0.4027,-0.4237
exp324,0,15,0,10,0,5,20,10,5,5,0,-1.5,90,-0.4227,-0.4757,-0.5077,-0.5317,-0.5527
exp325,0,0,0,0,0,20,10,40,0,0,0,-1.4,90,-0.5757,-0.6027,-0.6247,-0.6447,-0.6637
exp326,10,5,5,0,0,15,15,10,5,5,0,-1.4,60,-0.6097,-0.6517,-0.6827,-0.7077,-0.7307
exp327,0,0,15,10,10,0,0,20,5,5,5,-1.2,60,-0.4247,-0.4887,-0.5297,-0.5587,-0.5807
exp328,0,5,5,5,10,0,5,25,0,15,0,-1.2,120,-0.3867,-0.4437,-0.4857,-0.5197,-0.5487
exp329,0,0,10,0,10,15,5,20,5,0,5,-1.5,60,-0.3237,-0.3727,-0.4087,-0.4367,-0.4607
exp330,5,15,0,5,0,0,25,0,10,10,0,-1.5,120,-0.6447,-0.6777,-0.6987,-0.7147,-0.7297
exp331,15,20,10,0,0,5,0,15,5,0,0,-1.1,150,-0.7827,-0.8097,-0.8277,-0.8427,-0.8567
exp332,0,5,5,0,25,5,0,10,0,15,5,-1.4,120,-0.2327,-0.2697,-0.2937,-0.3137,-0.3317
exp333,0,20,0,0,5,5,5,10,15,5,5,-1.1,150,-0.5827,-0.6327,-0.6607,-0.6817,-0.6987
exp334,0,0,10,0,0,0,30,5,5,15,5,-1.4,120,-0.8237,-0.8587,-0.8827,-0.9027,-0.9207
exp335,0,0,0,0,30,10,10,5,5,10,0,-1.5,150,-0.2407,-0.2807,-0.3077,-0.3297,-0.3487
exp336,10,0,5,0,5,0,0,0,0,35,15,-1.4,150,-0.5917,-0.6447,-0.6787,-0.7057,-0.7287
exp337,15,10,0,5,0,15,0,0,0,20,5,-1.5,60,-0.5527,-0.6007,-0.6347,-0.6617,-0.6827
exp338,20,15,0,0,0,5,5,5,15,0,5,-1.2,150,-0.6917,-0.7247,-0.7467,-0.7637,-0.7797
exp339,5,0,10,5,0,10,0,10,0,20,10,-1.1,150,-0.4517,-0.5227,-0.5717,-0.6037,-0.6277
exp340,5,10,0,5,5,5,5,25,0,10,0,-1.4,90,-0.3837,-0.4397,-0.4787,-0.5067,-0.5297
exp341,5,15,10,0,5,0,10,15,5,5,0,-1.3,120,-0.6767,-0.7107,-0.7327,-0.7497,-0.7657
exp342,0,10,0,0,5,10,0,20,5,0,20,-1.4,60,-0.4747,-0.5297,-0.5647,-0.5897,-0.6107
exp343,0,5,5,0,10,10,15,20,0,0,5,-1.1,150,-0.3497,-0.3977,-0.4307,-0.4557,-0.4777
exp344,5,20,0,0,0,10,0,5,15,5,10,-1.4,120,-0.6597,-0.6957,-0.7177,-0.7357,-0.7507
exp345,5,20,0,0,10,0,10,10,0,10,5,-1.3,150,-0.6787,-0.7147,-0.7387,-0.7577,-0.7747
exp346,25,0,10,0,5,0,5,0,0,25,0,-1.5,60,-0.8107,-0.8487,-0.8757,-0.8977,-0.9167
exp347,0,20,0,0,5,0,10,0,0,20,15,-1.3,60,-0.8107,-0.8507,-0.8777,-0.8997,-0.9187
exp348,10,0,5,5,15,0,0,5,25,5,0,-1.1,60,-0.7787,-0.8057,-0.8237,-0.8377,-0.8507
exp349,0,0,0,20,5,15,0,15,10,0,5,-1.5,120,-0.2547,-0.2927,-0.3167,-0.3357,-0.3517
exp350,0,0,5,15,0,25,0,10,15,0,0,-1.1,60,-0.5027,-0.5847,-0.6277,-0.6567,-0.6777
exp351,5,5,0,5,0,5,5,0,40,0,5,-1.1,150,-0.7327,-0.7697,-0.7957,-0.8177,-0.8387
exp352,5,10,10,0,15,0,0,0,0,25,5,-1.1,90,-0.6517,-0.6927,-0.7197,-0.7407,-0.7597
exp353,20,5,0,0,0,10,5,10,0,20,0,-1.1,120,-0.5677,-0.6007,-0.6217,-0.6377,-0.6517
exp354,5,5,0,5,10,15,5,10,5,5,5,-1.4,60,-0.3677,-0.4297,-0.4767,-0.5117,-0.5397
exp355,0,10,10,5,0,5,0,15,5,10,10,-1.2,90,-0.4397,-0.4987,-0.5347,-0.5577,-0.5747
exp356,10,5,10,20,0,0,0,0,5,20,0,-1.1,120,-0.6147,-0.6527,-0.6777,-0.6977,-0.7127
exp357,0,5,5,5,10,5,5,10,5,15,5,-1.1,90,-0.4167,-0.4757,-0.5137,-0.5427,-0.5657
exp358,10,5,0,15,5,10,0,0,10,10,5,-1.3,120,-0.3107,-0.3517,-0.3817,-0.4057,-0.4257
exp359,20,5,5,5,0,0,10,20,0,0,5,-1.5,150,-0.5037,-0.5717,-0.6127,-0.6407,-0.6627
exp360,0,15,0,0,0,0,10,5,30,0,10,-1.5,60,-0.8157,-0.8357,-0.8487,-0.8617,-0.8727
exp361,5,20,0,0,0,5,15,10,0,15,0,-1.2,60,-0.5667,-0.5987,-0.6207,-0.6387,-0.6537
exp362,0,0,0,5,5,5,25,10,5,10,5,-1.1,150,-0.3727,-0.4377,-0.4807,-0.5137,-0.5397
exp363,0,0,30,5,5,0,0,5,0,15,10,-1.1,150,-0.3627,-0.4077,-0.4387,-0.4627,-0.4827
exp364,10,0,5,0,10,15,0,5,5,20,0,-1.2,120,-0.4407,-0.4857,-0.5127,-0.5327,-0.5497
exp365,0,5,5,0,0,0,15,30,0,5,10,-1.5,60,-0.7327,-0.7647,-0.7857,-0.8037,-0.8177
exp366,5,15,20,5,0,5,0,20,0,0,0,-1.5,150,-0.3247,-0.3637,-0.3917,-0.4137,-0.4327
exp367,5,0,10,5,20,0,5,5,20,0,0,-1.5,60,-0.7267,-0.7687,-0.7947,-0.8167,-0.8357
exp368,25,10,0,0,5,5,0,5,5,10,5,-1.2,150,,,,,
exp369,15,0,0,0,5,5,0,45,0,0,0,-1.5,120,-0.4137,-0.4837,-0.5267,-0.5577,-0.5807
exp370,0,5,0,0,0,30,5,20,5,5,0,-1.4,60,-0.5757,-0.6027,-0.6247,-0.6437,-0.6607
exp371,5,5,0,10,0,25,0,0,5,20,0,-1.2,90,-0.4827,-0.5177,-0.5397,-0.5577,-0.5727
exp372,0,0,0,10,20,10,0,0,0,20,10,-1.1,150,-0.2357,-0.2567,-0.2707,-0.2837,-0.2967
exp373,0,10,15,0,10,5,0,10,5,15,0,-1.1,150,-0.4457,-0.5187,-0.5647,-0.5977,-0.6237
exp374,0,5,0,20,0,0,0,5,10,20,10,-1.3,90,-0.3577,-0.4067,-0.4397,-0.4647,-0.4857
exp375,5,5,5,5,0,20,0,0,0,30,0,-1.4,60,-0.4767,-0.5137,-0.5417,-0.5647,-0.5847
exp376,0,0,5,0,10,5,15,10,5,15,5,-1.1,90,-0.4137,-0.4807,-0.5207,-0.5507,-0.5747
exp377,0,15,0,0,0,0,5,10,5,25,10,-1.5,150,-0.7887,-0.8277,-0.8537,-0.8737,-0.8907
exp378,0,0,0,15,0,5,0,20,10,5,15,-1.3,90,-0.3137,-0.3567,-0.3867,-0.4107,-0.4317
exp379,10,0,10,15,0,10,0,15,0,5,5,-1.5,60,-0.3777,-0.4297,-0.4677,-0.4997,-0.5267
exp380,0,10,0,5,5,0,0,30,0,15,5,-1.5,60,-0.6697,-0.7017,-0.7217,-0.7377,-0.7507
exp381,5,5,0,5,20,0,10,15,0,5,5,-1.3,60,-0.6277,-0.6647,-0.6867,-0.7037,-0.7167
exp382,5,5,0,20,0,0,5,0,15,10,10,-1.5,120,-0.3747,-0.4287,-0.4707,-0.5087,-0.5407
exp383,0,10,0,0,5,15,0,0,35,5,0,-1.2,120,-0.7107,-0.7567,-0.7897,-0.8177,-0.8417
exp384,0,0,20,0,15,5,0,5,15,5,5,-1.3,60,-0.7407,-0.7797,-0.8037,-0.8227,-0.8387
exp385,0,0,10,5,5,0,0,0,35,10,5,-1.2,60,-0.7357,-0.7607,-0.7787,-0.7927,-0.8057
exp386,0,0,0,0,25,0,10,5,20,0,10,-1.2,120,-0.7067,-0.7547,-0.7897,-0.8177,-0.8407
exp387,10,15,0,0,0,0,15,15,10,0,5,-1.1,150,-0.8447,-0.8747,-0.8957,-0.9137,-0.9297
exp388,10,0,0,0,0,5,5,0,20,15,15,-1.1,60,-0.7097,-0.7617,-0.7977,-0.8277,-0.8547
exp389,0,30,5,0,0,5,0,0,25,5,0,-1.5,120,-0.8637,-0.8987,-0.9227,-0.9427,-0.9607
exp390,0,0,0,10,0,10,0,5,20,15,10,-1.3,120,-0.6607,-0.7017,-0.7307,-0.7557,-0.7777
exp391,0,0,5,5,5,10,0,15,5,0,25,-1.2,150,-0.3257,-0.3737,-0.4077,-0.4347,-0.4577
exp392,5,0,0,10,10,0,15,10,15,5,0,-1.1,60,-0.7077,-0.7327,-0.7487,-0.7607,-0.7717
exp393,0,15,5,5,0,5,5,30,5,0,0,-1.5,150,-0.3537,-0.3977,-0.4297,-0.4557,-0.4777
exp394,5,10,0,0,0,0,10,30,10,0,5,-1.5,150,-0.7887,-0.8107,-0.8257,-0.8387,-0.8497
exp395,0,0,10,0,0,0,10,5,0,40,5,-1.2,150,-0.7917,-0.8257,-0.8467,-0.8637,-0.8787
exp396,0,0,0,20,5,5,0,30,0,5,5,-1.2,90,,,,,
exp397,0,0,0,15,5,5,0,10,0,15,20,-1.3,120,,,,,
exp398,5,0,0,5,15,0,0,10,30,0,5,-1.4,150,,,,,
exp399,5,20,0,5,0,5,0,10,0,20,5,-1.3,60,,,,,
exp400,0,15,10,5,10,0,10,10,5,5,0,-1.3,120,,,,,
exp401,0,10,0,5,10,5,5,10,20,0,5,-1.5,90,-0.5357,-0.5897,-0.6207,-0.6427,-0.6617
exp402,10,0,5,0,0,15,10,0,0,20,10,-1.5,120,-0.5557,-0.5977,-0.6247,-0.6457,-0.6637
exp403,0,15,5,0,5,5,0,15,5,20,0,-1.5,90,-0.4627,-0.5287,-0.5717,-0.6037,-0.6287
exp404,5,0,10,0,5,5,5,15,10,15,0,-1.2,120,-0.4847,-0.6057,-0.6627,-0.6967,-0.7267
exp405,0,5,5,5,0,10,0,15,10,0,20,-1.3,90,-0.5287,-0.6097,-0.6427,-0.6627,-0.6777
exp406,20,0,0,15,0,5,0,20,0,10,0,-1.3,60,-0.4737,-0.5437,-0.5787,-0.6017,-0.6197
exp407,20,0,0,10,0,0,10,10,15,5,0,-1.2,60,-0.6727,-0.7027,-0.7197,-0.7337,-0.7457
exp408,5,0,15,15,0,10,0,0,20,5,0,-1.4,120,-0.5657,-0.6377,-0.6797,-0.7107,-0.7367
exp409,5,5,0,5,5,0,0,0,15,25,10,-1.3,60,-0.7167,-0.7417,-0.7587,-0.7727,-0.7847
exp410,10,0,15,0,0,10,10,0,0,20,5,-1.2,90,-0.5957,-0.6497,-0.6867,-0.7167,-0.7427
exp411,0,15,15,10,0,5,0,5,15,0,5,-1.4,120,-0.6217,-0.6777,-0.7207,-0.7427,-0.7617
exp412,0,0,20,5,5,0,0,10,0,30,0,-1.4,150,-0.1817,-0.3807,-0.4107,-0.4357,-0.4587
exp413,0,0,5,0,0,5,15,5,20,5,15,-1.2,120,-0.7527,-0.7817,-0.7997,-0.8157,-0.8287
exp414,15,5,0,15,0,0,5,5,10,5,10,-1.5,150,-0.4017,-0.4577,-0.4967,-0.5277,-0.5527
exp415,15,0,0,0,10,25,0,15,0,5,0,-1.4,90,-0.4237,-0.5107,-0.5627,-0.5937,-0.6177
exp416,15,5,10,5,5,0,5,5,5,15,0,-1.1,90,-0.5707,-0.6197,-0.6447,-0.6627,-0.6777
exp417,0,5,5,0,10,0,0,10,15,5,20,-1.1,60,,,,,
exp418,0,10,5,15,10,5,0,5,15,5,0,-1.1,90,-0.3217,-0.3697,-0.4027,-0.4287,-0.4507
exp419,5,5,5,10,0,10,0,15,0,5,15,-1.1,60,-0.5307,-0.5807,-0.6057,-0.6227,-0.6367
exp420,0,10,0,10,5,5,0,25,0,5,10,-1.4,120,-0.2687,-0.3067,-0.3327,-0.3537,-0.3737
exp421,5,0,0,5,15,5,5,5,20,0,10,-1.1,60,-0.5587,-0.6057,-0.6327,-0.6527,-0.6697
exp422,0,10,5,5,20,5,0,0,15,5,5,-1.1,60,-0.3847,-0.4447,-0.4917,-0.5287,-0.5597
exp423,15,15,0,0,0,0,0,0,35,0,5,-1.2,150,-0.7777,-0.8067,-0.8277,-0.8457,-0.8627
exp424,0,0,15,0,0,0,10,0,25,15,5,-1.2,60,-0.8037,-0.8267,-0.8427,-0.8557,-0.8677
exp425,15,15,0,5,0,0,5,10,5,5,10,-1.2,90,-0.6367,-0.6647,-0.6837,-0.6997,-0.7127
exp426,0,0,20,0,5,0,5,0,15,15,10,-1.2,120,-0.5767,-0.6697,-0.7127,-0.7417,-0.7667
exp427,0,5,20,0,10,10,0,0,10,15,0,-1.2,120,-0.2847,-0.3217,-0.3467,-0.3667,-0.3847
exp428,25,5,0,0,5,0,5,5,20,0,5,-1.5,60,-0.7547,-0.7827,-0.8017,-0.8167,-0.8307
exp429,0,5,5,5,0,0,10,5,10,20,10,-1.3,60,-0.5897,-0.6437,-0.6747,-0.6977,-0.7187
exp430,0,5,5,0,10,20,0,20,0,0,10,-1.3,120,-0.3187,-0.3667,-0.4007,-0.4287,-0.4527
exp431,5,5,0,5,5,20,5,5,10,5,5,-1.4,150,-0.3177,-0.3727,-0.4117,-0.4407,-0.4657
exp432,0,0,15,10,0,0,5,25,0,15,0,-1.2,150,-0.3017,-0.3487,-0.3817,-0.4087,-0.4307
exp433,5,0,10,5,0,0,10,20,20,0,0,-1.1,120,-0.7317,-0.7547,-0.7697,-0.7817,-0.7927
exp434,5,5,15,5,5,15,0,10,10,0,0,-1.4,90,-0.4137,-0.5137,-0.5727,-0.6097,-0.6367
exp435,0,0,0,0,5,15,5,15,5,10,15,-1.2,90,-0.3807,-0.4677,-0.5387,-0.5897,-0.6247
exp436,10,0,0,0,15,10,5,0,5,20,5,-1.1,150,-0.5507,-0.5927,-0.6197,-0.6407,-0.6587
exp437,5,5,20,5,0,5,0,15,0,5,10,-1.4,60,-0.4027,-0.4447,-0.4767,-0.5017,-0.5237
exp438,5,0,10,10,0,0,5,5,20,0,15,-1.1,150,-0.7137,-0.7317,-0.7447,-0.7547,-0.7647
exp439,5,30,0,0,0,5,0,10,10,10,0,-1.5,90,-0.6047,-0.6347,-0.6537,-0.6697,-0.6837
exp440,20,5,0,0,10,0,5,20,0,0,10,-1.5,150,-0.7337,-0.7627,-0.7827,-0.7987,-0.8127
exp441,0,0,5,5,25,5,5,0,20,0,5,-1.2,120,-0.2437,-0.2857,-0.3147,-0.3377,-0.3577
exp442,0,5,5,5,0,10,15,20,0,5,5,-1.3,90,-0.4317,-0.4867,-0.5217,-0.5467,-0.5667
exp443,10,0,10,0,5,15,0,20,5,0,5,-1.5,150,-0.3587,-0.4267,-0.4787,-0.5197,-0.5527
exp444,0,10,0,15,15,10,0,10,10,0,0,-1.2,150,-0.3037,-0.3477,-0.3817,-0.4097,-0.4327
exp445,20,0,15,5,0,0,10,5,5,10,0,-1.1,120,-0.6117,-0.6517,-0.6767,-0.6977,-0.7157
exp446,5,0,0,0,0,5,20,5,30,5,0,-1.3,60,-0.6777,-0.7077,-0.7287,-0.7467,-0.7627
exp447,0,10,0,0,0,15,0,30,5,10,0,-1.4,150,-0.6007,-0.6327,-0.6537,-0.6707,-0.6847
exp448,0,20,5,5,0,0,10,5,10,5,10,-1.1,120,-0.6067,-0.6357,-0.6557,-0.6707,-0.6847
exp449,5,10,0,15,0,0,0,15,15,10,0,-1.1,150,-0.3747,-0.4377,-0.4817,-0.5167,-0.5457
exp450,0,5,0,10,15,5,5,15,5,0,10,-1.5,90,-0.2587,-0.2957,-0.3217,-0.3427,-0.3617
exp451,0,0,0,0,0,25,5,5,20,15,0,-1.1,90,-0.5737,-0.6207,-0.6477,-0.6687,-0.6857
exp452,15,15,5,5,0,5,0,5,15,5,0,-1.2,120,-0.5687,-0.6077,-0.6317,-0.6497,-0.6657
exp453,5,10,5,0,0,0,10,20,5,15,0,-1.3,60,-0.6267,-0.6597,-0.6817,-0.6997,-0.7157
